Loai_San,Cap_Do_Ben,Chieu_dai_L(m),Chieu_ron_W(m),Be_day_h(m),Tai_trong_ULS(kN/m2),Phan_tu_so,Momen_M11(kNm/m),Momen_M22(kNm/m)
Ban_dam_1_phuong,C20/25,7.56,2.51,0.12,8.67,10457,5.462,1.092
San_console_Cantilever,C25/30,6.46,2.43,0.12,8.67,10458,-25.598,-2.56
San_console_Cantilever,C30/37,7.27,1.63,0.14,9.35,10459,-12.421,-1.242
Ban_ke_4_canh_2_phuong,C35/45,9.71,5.19,0.18,10.7,10460,12.97,35.309
San_o_co_Waffle_Slab,C25/30,11.89,10.21,0.38,10.36,10461,51.839,70.302
San_phang_Flat_Slab,C40/50,11.18,8.17,0.25,13.06,10462,89.468,43.587
San_o_co_Waffle_Slab,C20/25,9.05,8.09,0.4,10.7,10463,33.614,42.065
San_phang_Flat_Slab,C35/45,9.1,8.11,0.29,14.41,10464,79.76,47.389
Ban_dam_1_phuong,C40/50,8.27,2.74,0.13,9.01,10465,6.764,1.353
San_o_co_Waffle_Slab,C25/30,15.75,12.0,0.4,10.7,10466,73.958,127.405
Ban_dam_1_phuong,C40/50,6.33,2.28,0.15,9.68,10467,5.032,1.006
San_console_Cantilever,C20/25,7.2,1.89,0.12,8.67,10468,-15.485,-1.548
Ban_dam_1_phuong,C40/50,7.93,3.19,0.11,8.33,10469,8.477,1.695
San_o_co_Waffle_Slab,C20/25,10.07,9.31,0.4,10.7,10470,44.517,52.082
San_phang_Flat_Slab,C35/45,9.76,6.84,0.24,12.72,10471,63.688,29.756
San_phang_Flat_Slab,C30/37,14.17,9.95,0.23,12.38,10472,130.911,61.283
San_console_Cantilever,C20/25,5.36,1.95,0.11,8.33,10473,-15.837,-1.584
San_o_co_Waffle_Slab,C40/50,10.91,8.98,0.43,11.03,10474,42.694,63.018
San_o_co_Waffle_Slab,C20/25,9.18,8.48,0.42,11.03,10475,38.072,44.617
Ban_dam_1_phuong,C30/37,9.18,2.78,0.14,9.35,10476,7.226,1.445
San_o_co_Waffle_Slab,C25/30,12.65,9.44,0.45,11.37,10477,48.635,87.334
Ban_ke_4_canh_2_phuong,C40/50,7.97,4.11,0.17,10.36,10478,7.875,23.033
San_o_co_Waffle_Slab,C40/50,12.45,8.66,0.35,10.02,10479,36.07,74.55
Ban_ke_4_canh_2_phuong,C20/25,6.79,4.56,0.17,10.36,10480,9.694,16.717
San_o_co_Waffle_Slab,C35/45,15.24,10.94,0.38,10.36,10481,59.516,115.497
San_console_Cantilever,C20/25,3.68,1.39,0.13,9.01,10482,-8.704,-0.87
San_console_Cantilever,C25/30,6.39,2.06,0.13,9.01,10483,-19.117,-1.912
Ban_ke_4_canh_2_phuong,C20/25,6.42,3.33,0.16,10.02,10484,5.0,14.455
San_o_co_Waffle_Slab,C25/30,14.5,10.45,0.43,11.03,10485,57.816,111.315
San_console_Cantilever,C25/30,5.75,1.88,0.11,8.33,10486,-14.721,-1.472
San_phang_Flat_Slab,C25/30,8.34,7.54,0.3,14.74,10487,69.518,41.9
Ban_ke_4_canh_2_phuong,C20/25,5.6,3.63,0.18,10.7,10488,6.345,11.744
San_o_co_Waffle_Slab,C35/45,9.24,8.29,0.46,11.71,10489,38.628,47.989
San_console_Cantilever,C40/50,7.49,1.95,0.14,9.35,10490,-17.777,-1.778
Ban_dam_1_phuong,C25/30,9.52,3.18,0.13,9.01,10491,9.111,1.822
San_phang_Flat_Slab,C30/37,11.42,7.89,0.25,13.06,10492,88.257,40.651
Ban_dam_1_phuong,C35/45,6.88,3.21,0.11,8.33,10493,8.583,1.717
San_o_co_Waffle_Slab,C30/37,12.71,10.4,0.47,11.71,10494,60.795,90.801
San_o_co_Waffle_Slab,C35/45,14.16,10.4,0.41,10.7,10495,55.551,102.98
San_phang_Flat_Slab,C35/45,9.42,9.37,0.28,14.07,10496,93.142,61.765
Ban_ke_4_canh_2_phuong,C40/50,6.15,5.38,0.14,9.35,10497,12.178,12.377
Ban_ke_4_canh_2_phuong,C20/25,5.69,4.62,0.12,8.67,10498,8.328,9.825
Ban_ke_4_canh_2_phuong,C35/45,6.99,4.98,0.2,11.37,10499,12.689,19.444
Ban_dam_1_phuong,C30/37,9.93,3.79,0.11,8.33,10500,11.965,2.393
San_console_Cantilever,C40/50,4.76,1.47,0.13,9.01,10501,-9.735,-0.974
Ban_ke_4_canh_2_phuong,C40/50,9.33,4.71,0.19,11.03,10502,11.011,33.605
San_console_Cantilever,C35/45,4.94,1.74,0.15,9.68,10503,-14.654,-1.465
Ban_ke_4_canh_2_phuong,C30/37,5.56,4.07,0.12,8.67,10504,6.463,9.381
Ban_dam_1_phuong,C20/25,7.35,2.38,0.13,9.01,10505,5.104,1.021
San_o_co_Waffle_Slab,C30/37,10.27,8.27,0.41,10.7,10506,35.127,54.171
San_o_co_Waffle_Slab,C25/30,9.8,8.09,0.48,12.05,10507,37.855,55.55
San_phang_Flat_Slab,C35/45,9.21,6.6,0.28,14.07,10508,64.144,30.644
San_phang_Flat_Slab,C25/30,10.79,8.14,0.25,13.06,10509,86.03,43.268
San_o_co_Waffle_Slab,C40/50,13.46,10.38,0.38,10.36,10510,53.579,90.093
San_o_co_Waffle_Slab,C25/30,13.57,9.98,0.38,10.36,10511,49.529,91.572
Ban_dam_1_phuong,C30/37,7.91,3.13,0.11,8.33,10512,8.161,1.632
San_phang_Flat_Slab,C25/30,11.17,8.47,0.21,11.71,10513,83.091,42.004
Ban_dam_1_phuong,C35/45,10.76,3.54,0.13,9.01,10514,11.291,2.258
Ban_ke_4_canh_2_phuong,C20/25,6.75,5.88,0.14,9.35,10515,14.547,14.91
San_console_Cantilever,C40/50,6.16,1.98,0.1,8.0,10516,-15.682,-1.568
San_console_Cantilever,C40/50,7.61,1.88,0.13,9.01,10517,-15.922,-1.592
Ban_ke_4_canh_2_phuong,C25/30,10.06,5.17,0.16,10.02,10518,12.052,35.492
Ban_dam_1_phuong,C20/25,5.1,2.21,0.14,9.35,10519,4.567,0.913
San_o_co_Waffle_Slab,C20/25,14.33,9.87,0.48,12.05,10520,56.346,118.774
San_phang_Flat_Slab,C35/45,8.2,6.28,0.27,13.73,10521,53.028,27.074
Ban_ke_4_canh_2_phuong,C35/45,4.12,3.43,0.18,10.7,10522,5.665,6.357
Ban_dam_1_phuong,C40/50,10.03,3.59,0.14,9.35,10523,12.05,2.41
San_phang_Flat_Slab,C35/45,10.03,7.1,0.25,13.06,10524,69.753,32.918
San_phang_Flat_Slab,C25/30,6.64,6.13,0.29,14.41,10525,43.99,27.074
Ban_dam_1_phuong,C25/30,10.09,3.81,0.13,9.01,10526,13.079,2.616
Ban_ke_4_canh_2_phuong,C30/37,9.8,5.3,0.19,11.03,10527,13.942,37.076
Ban_dam_1_phuong,C40/50,8.4,2.91,0.13,9.01,10528,7.63,1.526
Ban_ke_4_canh_2_phuong,C35/45,4.61,3.44,0.17,10.36,10529,5.517,7.706
San_o_co_Waffle_Slab,C20/25,10.16,8.18,0.38,10.36,10530,33.274,51.332
Ban_ke_4_canh_2_phuong,C25/30,6.91,5.59,0.2,11.37,10531,15.988,19.001
San_phang_Flat_Slab,C40/50,10.81,8.48,0.26,13.4,10532,92.127,48.18
San_o_co_Waffle_Slab,C40/50,9.88,8.43,0.45,11.37,10533,38.784,53.274
San_console_Cantilever,C35/45,5.59,1.43,0.11,8.33,10534,-8.517,-0.852
Ban_dam_1_phuong,C25/30,8.26,2.86,0.11,8.33,10535,6.814,1.363
San_console_Cantilever,C20/25,5.92,1.37,0.13,9.01,10536,-8.455,-0.846
Ban_dam_1_phuong,C35/45,12.56,3.69,0.11,8.33,10537,11.342,2.268
San_phang_Flat_Slab,C35/45,11.6,7.94,0.2,11.37,10538,78.542,35.84
San_phang_Flat_Slab,C25/30,8.1,7.35,0.22,12.05,10539,53.805,32.549
San_phang_Flat_Slab,C35/45,8.89,8.65,0.28,14.07,10540,81.147,52.638
San_o_co_Waffle_Slab,C35/45,11.79,10.22,0.37,10.36,10541,51.94,69.124
Ban_ke_4_canh_2_phuong,C25/30,6.9,4.5,0.19,11.03,10542,10.051,18.38
Ban_ke_4_canh_2_phuong,C35/45,6.6,3.93,0.14,9.35,10543,6.498,14.255
Ban_ke_4_canh_2_phuong,C20/25,5.02,3.36,0.15,9.68,10544,4.918,8.538
San_console_Cantilever,C30/37,6.65,2.11,0.11,8.33,10545,-18.543,-1.854
San_o_co_Waffle_Slab,C30/37,15.64,10.85,0.39,10.7,10546,60.462,125.631
Ban_ke_4_canh_2_phuong,C30/37,10.01,5.42,0.18,10.7,10547,14.145,37.525
San_o_co_Waffle_Slab,C20/25,11.3,8.42,0.48,12.05,10548,41.006,73.856
Ban_dam_1_phuong,C25/30,10.63,3.56,0.11,8.33,10549,10.557,2.111
San_console_Cantilever,C20/25,5.84,2.13,0.13,9.01,10550,-20.439,-2.044
San_console_Cantilever,C20/25,6.2,1.63,0.13,9.01,10551,-11.969,-1.197
Ban_ke_4_canh_2_phuong,C20/25,5.83,3.69,0.2,11.37,10552,6.967,13.526
Ban_dam_1_phuong,C30/37,7.22,2.44,0.15,9.68,10553,5.763,1.153
Ban_dam_1_phuong,C35/45,6.88,2.63,0.14,9.35,10554,6.467,1.293
Ban_ke_4_canh_2_phuong,C40/50,4.05,3.46,0.18,10.7,10555,5.764,6.143
Ban_dam_1_phuong,C40/50,11.06,3.36,0.15,9.68,10556,10.928,2.186
San_console_Cantilever,C35/45,5.6,1.71,0.12,8.67,10557,-12.676,-1.268
Ban_dam_1_phuong,C30/37,6.98,2.63,0.14,9.35,10558,6.467,1.293
San_phang_Flat_Slab,C30/37,7.1,6.78,0.29,14.41,10559,52.025,33.12
San_console_Cantilever,C30/37,7.35,2.16,0.1,8.0,10560,-18.662,-1.866
San_console_Cantilever,C30/37,3.59,2.13,0.11,8.33,10561,-18.896,-1.89
San_o_co_Waffle_Slab,C30/37,11.66,9.2,0.42,11.03,10562,44.812,71.98
San_o_co_Waffle_Slab,C40/50,12.02,10.03,0.36,10.02,10563,48.385,69.489
San_o_co_Waffle_Slab,C30/37,12.02,8.86,0.43,11.03,10564,41.561,76.494
San_o_co_Waffle_Slab,C35/45,12.38,8.9,0.35,10.02,10565,38.097,73.714
San_console_Cantilever,C40/50,6.45,2.01,0.1,8.0,10566,-16.16,-1.616
San_phang_Flat_Slab,C30/37,13.98,9.67,0.25,13.06,10567,132.415,61.061
Ban_ke_4_canh_2_phuong,C25/30,3.79,3.28,0.16,10.02,10568,4.851,5.037
San_o_co_Waffle_Slab,C35/45,9.74,9.02,0.4,10.7,10569,41.787,48.724
San_o_co_Waffle_Slab,C40/50,9.68,8.69,0.43,11.03,10570,39.981,49.61
San_o_co_Waffle_Slab,C30/37,13.06,8.82,0.42,11.03,10571,41.186,90.303
Ban_dam_1_phuong,C25/30,10.0,2.98,0.12,8.67,10572,7.699,1.54
Ban_dam_1_phuong,C20/25,7.28,3.07,0.13,9.01,10573,8.492,1.698
San_o_co_Waffle_Slab,C40/50,10.24,8.25,0.39,10.7,10574,34.957,53.855
San_phang_Flat_Slab,C20/25,7.77,6.56,0.27,13.73,10575,52.488,29.543
San_console_Cantilever,C30/37,4.5,1.48,0.13,9.01,10576,-9.868,-0.987
San_o_co_Waffle_Slab,C30/37,13.71,10.03,0.39,10.7,10577,51.669,96.538
San_phang_Flat_Slab,C35/45,8.35,6.14,0.21,11.71,10578,45.027,22.073
Ban_dam_1_phuong,C20/25,8.1,3.39,0.12,8.67,10579,9.964,1.993
San_phang_Flat_Slab,C35/45,8.33,6.85,0.28,14.07,10580,60.213,33.01
San_phang_Flat_Slab,C20/25,12.67,9.64,0.26,13.4,10581,122.749,62.263
San_phang_Flat_Slab,C25/30,9.73,9.67,0.27,13.73,10582,96.888,64.194
Ban_dam_1_phuong,C40/50,5.59,2.58,0.12,8.67,10583,5.771,1.154
San_phang_Flat_Slab,C20/25,7.23,6.97,0.28,14.07,10584,53.177,34.177
San_o_co_Waffle_Slab,C30/37,12.98,9.71,0.4,10.7,10585,48.424,86.532
San_phang_Flat_Slab,C35/45,11.39,8.45,0.23,12.38,10586,89.364,44.198
San_phang_Flat_Slab,C35/45,9.26,6.56,0.24,12.72,10587,57.951,27.369
San_o_co_Waffle_Slab,C25/30,12.33,9.0,0.44,11.37,10588,44.207,82.971
San_phang_Flat_Slab,C30/37,9.04,6.68,0.22,12.05,10589,54.575,26.885
Ban_ke_4_canh_2_phuong,C25/30,4.64,3.86,0.2,11.37,10590,7.623,8.568
Ban_dam_1_phuong,C35/45,8.26,2.44,0.13,9.01,10591,5.364,1.073
San_console_Cantilever,C20/25,7.85,2.03,0.13,9.01,10592,-18.565,-1.857
Ban_dam_1_phuong,C25/30,11.37,3.93,0.14,9.35,10593,14.441,2.888
Ban_ke_4_canh_2_phuong,C35/45,4.86,3.37,0.16,10.02,10594,5.121,8.283
San_console_Cantilever,C30/37,3.36,1.58,0.1,8.0,10595,-9.986,-0.999
San_console_Cantilever,C35/45,7.19,1.54,0.11,8.33,10596,-9.878,-0.988
Ban_dam_1_phuong,C40/50,12.27,3.72,0.14,9.35,10597,12.939,2.588
San_phang_Flat_Slab,C40/50,7.03,6.7,0.26,13.4,10598,47.337,30.076
San_phang_Flat_Slab,C35/45,9.01,6.18,0.24,12.72,10599,53.12,24.29
San_console_Cantilever,C20/25,3.14,2.04,0.14,9.35,10600,-19.455,-1.946
San_console_Cantilever,C25/30,4.38,2.16,0.1,8.0,10601,-18.662,-1.866
Ban_ke_4_canh_2_phuong,C40/50,10.61,5.99,0.12,8.67,10602,13.999,34.16
San_phang_Flat_Slab,C25/30,10.4,8.54,0.24,12.72,10603,84.73,46.384
Ban_ke_4_canh_2_phuong,C20/25,4.71,4.14,0.12,8.67,10604,6.687,6.732
Ban_dam_1_phuong,C30/37,5.89,2.07,0.11,8.33,10605,3.569,0.714
San_phang_Flat_Slab,C20/25,9.35,7.79,0.21,11.71,10606,63.969,35.531
San_o_co_Waffle_Slab,C30/37,13.03,11.58,0.43,11.03,10607,70.996,89.889
Ban_dam_1_phuong,C20/25,13.42,3.98,0.14,9.35,10608,14.811,2.962
San_o_co_Waffle_Slab,C25/30,11.74,8.18,0.39,10.7,10609,34.366,70.788
Ban_ke_4_canh_2_phuong,C30/37,10.11,5.52,0.16,10.02,10610,13.739,35.846
Ban_ke_4_canh_2_phuong,C30/37,6.13,3.08,0.19,11.03,10611,4.709,14.507
Ban_ke_4_canh_2_phuong,C30/37,3.52,3.37,0.17,10.36,10612,5.295,4.493
San_phang_Flat_Slab,C25/30,11.65,8.0,0.27,13.73,10613,95.973,43.936
San_console_Cantilever,C40/50,6.37,2.36,0.12,8.67,10614,-24.144,-2.414
Ban_dam_1_phuong,C30/37,10.26,3.41,0.14,9.35,10615,10.872,2.174
San_console_Cantilever,C25/30,3.88,1.94,0.1,8.0,10616,-15.054,-1.505
Ban_ke_4_canh_2_phuong,C35/45,10.65,5.78,0.16,10.02,10617,15.064,39.777
San_phang_Flat_Slab,C35/45,10.42,9.49,0.27,13.73,10618,101.828,61.826
Ban_dam_1_phuong,C20/25,9.77,3.69,0.14,9.35,10619,12.731,2.546
San_console_Cantilever,C25/30,4.68,1.61,0.14,9.35,10620,-12.118,-1.212
Ban_dam_1_phuong,C30/37,5.71,2.56,0.13,9.01,10621,5.905,1.181
San_console_Cantilever,C30/37,7.97,1.8,0.14,9.35,10622,-15.147,-1.515
Ban_dam_1_phuong,C30/37,9.73,3.21,0.13,9.01,10623,9.284,1.857
Ban_ke_4_canh_2_phuong,C35/45,4.32,3.31,0.16,10.02,10624,4.94,6.545
San_o_co_Waffle_Slab,C40/50,10.07,9.66,0.38,10.36,10625,46.404,50.427
San_o_co_Waffle_Slab,C40/50,15.63,10.65,0.42,11.03,10626,60.05,129.341
San_console_Cantilever,C30/37,6.03,2.35,0.11,8.33,10627,-23.001,-2.3
Ban_ke_4_canh_2_phuong,C35/45,6.38,5.49,0.16,10.02,10628,13.59,14.275
Ban_ke_4_canh_2_phuong,C40/50,5.12,3.34,0.17,10.36,10629,5.201,9.505
San_o_co_Waffle_Slab,C35/45,15.25,10.86,0.39,10.7,10630,60.574,119.444
Ban_dam_1_phuong,C25/30,7.13,2.14,0.1,8.0,10631,3.664,0.733
San_console_Cantilever,C30/37,7.14,1.31,0.11,8.33,10632,-7.148,-0.715
San_console_Cantilever,C40/50,3.65,2.0,0.1,8.0,10633,-16.0,-1.6
San_o_co_Waffle_Slab,C20/25,11.82,10.6,0.42,11.03,10634,59.488,73.969
San_o_co_Waffle_Slab,C40/50,14.04,11.63,0.45,11.37,10635,73.818,107.581
San_o_co_Waffle_Slab,C20/25,11.03,10.33,0.49,12.05,10636,61.72,70.369
Ban_dam_1_phuong,C35/45,5.69,2.16,0.12,8.67,10637,4.045,0.809
Ban_ke_4_canh_2_phuong,C40/50,4.24,3.57,0.14,9.35,10638,5.362,5.883
San_o_co_Waffle_Slab,C25/30,10.43,9.94,0.48,12.05,10639,57.148,62.921
Ban_ke_4_canh_2_phuong,C40/50,5.15,3.07,0.15,9.68,10640,4.105,8.986
San_phang_Flat_Slab,C20/25,9.18,6.24,0.24,12.72,10641,54.648,24.764
Ban_ke_4_canh_2_phuong,C20/25,4.28,4.12,0.14,9.35,10642,7.142,5.995
Ban_dam_1_phuong,C20/25,9.56,3.07,0.14,9.35,10643,8.812,1.762
San_console_Cantilever,C25/30,5.77,2.08,0.13,9.01,10644,-19.49,-1.949
Ban_dam_1_phuong,C20/25,10.71,3.56,0.12,8.67,10645,10.988,2.198
San_o_co_Waffle_Slab,C35/45,13.12,11.39,0.42,11.03,10646,68.685,91.135
San_console_Cantilever,C40/50,5.07,1.98,0.14,9.35,10647,-18.328,-1.833
San_console_Cantilever,C20/25,7.04,1.21,0.14,9.35,10648,-6.845,-0.684
San_console_Cantilever,C25/30,6.15,1.96,0.11,8.33,10649,-16.0,-1.6
San_console_Cantilever,C25/30,7.69,2.22,0.14,9.35,10650,-23.04,-2.304
San_o_co_Waffle_Slab,C35/45,15.47,10.56,0.36,10.02,10651,53.634,115.104
Ban_ke_4_canh_2_phuong,C35/45,4.43,4.37,0.18,10.7,10652,9.195,7.35
Ban_ke_4_canh_2_phuong,C20/25,6.53,5.98,0.13,9.01,10653,14.499,13.447
Ban_dam_1_phuong,C35/45,9.98,3.83,0.13,9.01,10654,13.217,2.643
Ban_dam_1_phuong,C20/25,9.02,3.29,0.11,8.33,10655,9.016,1.803
San_o_co_Waffle_Slab,C25/30,14.72,11.25,0.44,11.37,10656,69.073,118.254
San_o_co_Waffle_Slab,C20/25,11.66,11.51,0.35,10.02,10657,63.718,65.389
Ban_dam_1_phuong,C35/45,8.74,2.77,0.12,8.67,10658,6.652,1.33
San_o_co_Waffle_Slab,C40/50,11.62,8.33,0.41,10.7,10659,35.638,69.349
San_o_co_Waffle_Slab,C20/25,11.62,9.19,0.41,10.7,10660,43.377,69.349
San_phang_Flat_Slab,C35/45,9.26,8.26,0.2,11.37,10661,65.225,38.787
San_console_Cantilever,C20/25,7.5,2.33,0.1,8.0,10662,-21.716,-2.172
San_console_Cantilever,C30/37,7.16,1.69,0.11,8.33,10663,-11.896,-1.19
Ban_ke_4_canh_2_phuong,C25/30,10.33,5.65,0.16,10.02,10664,14.394,37.423
Ban_dam_1_phuong,C30/37,5.62,2.54,0.14,9.35,10665,6.032,1.206
San_phang_Flat_Slab,C40/50,8.41,7.85,0.29,14.41,10666,71.349,44.399
Ban_ke_4_canh_2_phuong,C20/25,10.09,5.41,0.16,10.02,10667,13.197,35.704
San_o_co_Waffle_Slab,C35/45,8.19,8.08,0.42,11.03,10668,34.565,35.513
Ban_ke_4_canh_2_phuong,C40/50,5.7,5.15,0.16,10.02,10669,11.959,11.394
San_console_Cantilever,C25/30,3.2,1.39,0.12,8.67,10670,-8.376,-0.838
San_phang_Flat_Slab,C25/30,9.07,8.23,0.26,13.4,10671,75.019,45.381
San_console_Cantilever,C25/30,7.55,1.96,0.11,8.33,10672,-16.0,-1.6
San_console_Cantilever,C35/45,5.45,2.44,0.11,8.33,10673,-24.797,-2.48
San_o_co_Waffle_Slab,C20/25,13.47,9.32,0.39,10.7,10674,44.613,93.188
San_o_co_Waffle_Slab,C20/25,16.47,11.65,0.4,10.7,10675,69.707,139.32
San_o_co_Waffle_Slab,C20/25,12.38,10.32,0.39,10.7,10676,54.7,78.717
San_phang_Flat_Slab,C30/37,10.74,8.73,0.23,12.38,10677,87.056,47.176
Ban_dam_1_phuong,C40/50,5.71,2.23,0.14,9.35,10678,4.65,0.93
San_phang_Flat_Slab,C40/50,10.56,8.82,0.26,13.4,10679,93.605,52.121
San_console_Cantilever,C40/50,4.4,1.28,0.13,9.01,10680,-7.381,-0.738
San_console_Cantilever,C25/30,7.08,1.21,0.14,9.35,10681,-6.845,-0.684
Ban_ke_4_canh_2_phuong,C40/50,8.44,5.63,0.13,9.01,10682,12.852,22.464
San_o_co_Waffle_Slab,C25/30,15.67,11.88,0.39,10.7,10683,72.487,126.114
San_console_Cantilever,C30/37,3.25,2.3,0.11,8.33,10684,-22.033,-2.203
San_phang_Flat_Slab,C30/37,9.75,8.0,0.2,11.37,10685,66.514,36.384
San_phang_Flat_Slab,C25/30,7.54,7.42,0.28,14.07,10686,59.038,38.732
San_console_Cantilever,C40/50,7.49,1.94,0.11,8.33,10687,-15.675,-1.568
San_o_co_Waffle_Slab,C35/45,10.48,10.28,0.48,12.05,10688,61.124,63.526
Ban_ke_4_canh_2_phuong,C35/45,7.36,6.0,0.19,11.03,10689,17.869,20.912
San_console_Cantilever,C20/25,5.52,1.62,0.14,9.35,10690,-12.269,-1.227
San_console_Cantilever,C20/25,3.88,2.12,0.15,9.68,10691,-21.753,-2.175
Ban_dam_1_phuong,C40/50,10.74,3.13,0.13,9.01,10692,8.827,1.765
Ban_ke_4_canh_2_phuong,C35/45,5.32,3.18,0.19,11.03,10693,5.019,10.926
San_o_co_Waffle_Slab,C35/45,11.04,10.47,0.49,12.05,10694,63.405,70.496
San_console_Cantilever,C40/50,3.53,2.16,0.11,8.33,10695,-19.432,-1.943
San_phang_Flat_Slab,C40/50,9.33,6.66,0.29,14.41,10696,67.155,31.958
Ban_ke_4_canh_2_phuong,C20/25,8.5,5.05,0.17,10.36,10697,11.889,26.198
San_console_Cantilever,C35/45,6.73,2.38,0.12,8.67,10698,-24.555,-2.456
Ban_ke_4_canh_2_phuong,C35/45,7.84,5.26,0.12,8.67,10699,10.795,18.652
San_console_Cantilever,C40/50,3.02,1.53,0.15,9.68,10700,-11.33,-1.133
Ban_ke_4_canh_2_phuong,C35/45,5.66,5.27,0.19,11.03,10701,13.785,12.367
San_phang_Flat_Slab,C30/37,12.26,8.34,0.25,13.06,10702,100.152,45.42
San_console_Cantilever,C25/30,5.55,2.34,0.11,8.33,10703,-22.806,-2.281
San_console_Cantilever,C35/45,6.5,1.9,0.14,9.35,10704,-16.877,-1.688
Ban_ke_4_canh_2_phuong,C30/37,5.45,5.21,0.13,9.01,10705,11.006,9.367
Ban_ke_4_canh_2_phuong,C25/30,5.1,4.34,0.18,10.7,10706,9.069,9.741
Ban_ke_4_canh_2_phuong,C30/37,8.43,4.93,0.15,9.68,10707,10.587,24.077
Ban_dam_1_phuong,C30/37,7.35,2.8,0.11,8.33,10708,6.531,1.306
Ban_ke_4_canh_2_phuong,C35/45,5.21,4.2,0.19,11.03,10709,8.756,10.479
Ban_ke_4_canh_2_phuong,C30/37,3.9,3.67,0.17,10.36,10710,6.279,5.515
San_console_Cantilever,C25/30,7.86,2.38,0.12,8.67,10711,-24.555,-2.456
San_console_Cantilever,C20/25,3.27,2.26,0.1,8.0,10712,-20.43,-2.043
San_console_Cantilever,C40/50,5.68,2.06,0.14,9.35,10713,-19.839,-1.984
San_phang_Flat_Slab,C35/45,9.16,7.99,0.28,14.07,10714,77.232,44.912
Ban_ke_4_canh_2_phuong,C30/37,3.14,3.14,0.14,9.35,10715,4.148,3.227
San_phang_Flat_Slab,C25/30,12.76,8.91,0.25,13.06,10716,111.361,51.84
San_phang_Flat_Slab,C35/45,12.23,8.61,0.26,13.4,10717,105.827,49.669
San_console_Cantilever,C40/50,4.66,2.47,0.14,9.35,10718,-28.522,-2.852
San_o_co_Waffle_Slab,C35/45,9.78,8.95,0.43,11.03,10719,42.409,50.64
San_o_co_Waffle_Slab,C25/30,11.32,10.04,0.36,10.02,10720,48.482,61.631
San_o_co_Waffle_Slab,C35/45,11.04,8.38,0.48,12.05,10721,40.618,70.496
Ban_ke_4_canh_2_phuong,C30/37,6.48,5.18,0.13,9.01,10722,10.879,13.242
Ban_dam_1_phuong,C35/45,8.0,3.13,0.12,8.67,10723,8.494,1.699
San_phang_Flat_Slab,C25/30,8.89,8.68,0.23,12.38,10724,71.648,46.637
Ban_dam_1_phuong,C30/37,9.73,3.68,0.13,9.01,10725,12.202,2.44
San_phang_Flat_Slab,C35/45,8.49,7.77,0.27,13.73,10726,67.93,41.446
San_phang_Flat_Slab,C25/30,9.34,6.29,0.23,12.38,10727,54.548,24.49
San_console_Cantilever,C20/25,7.52,2.46,0.13,9.01,10728,-27.262,-2.726
San_o_co_Waffle_Slab,C30/37,10.53,8.49,0.46,11.71,10729,40.515,62.324
San_phang_Flat_Slab,C30/37,7.99,6.41,0.25,13.06,10730,50.166,26.831
San_console_Cantilever,C35/45,3.01,1.33,0.14,9.35,10731,-8.27,-0.827
Ban_ke_4_canh_2_phuong,C25/30,9.94,4.99,0.19,11.03,10732,12.359,38.143
San_console_Cantilever,C40/50,7.24,1.24,0.12,8.67,10733,-6.665,-0.667
Ban_ke_4_canh_2_phuong,C20/25,7.12,3.81,0.12,8.67,10734,5.663,15.383
Ban_ke_4_canh_2_phuong,C35/45,4.83,4.24,0.19,11.03,10735,8.923,9.006
San_console_Cantilever,C40/50,4.0,2.0,0.1,8.0,10736,-16.0,-1.6
San_o_co_Waffle_Slab,C35/45,10.83,8.94,0.45,11.37,10737,43.619,64.012
Ban_dam_1_phuong,C35/45,11.27,3.26,0.13,9.01,10738,9.575,1.915
San_o_co_Waffle_Slab,C30/37,13.91,11.05,0.4,10.7,10739,62.712,99.375
San_phang_Flat_Slab,C35/45,10.75,8.73,0.21,11.71,10740,82.422,44.623
San_phang_Flat_Slab,C35/45,10.02,8.24,0.21,11.71,10741,72.513,39.754
San_console_Cantilever,C20/25,4.65,1.27,0.13,9.01,10742,-7.266,-0.727
Ban_ke_4_canh_2_phuong,C30/37,6.76,4.28,0.12,8.67,10743,7.147,13.867
San_o_co_Waffle_Slab,C40/50,13.03,8.93,0.49,12.05,10744,46.124,98.201
San_console_Cantilever,C35/45,6.42,2.49,0.14,9.35,10745,-28.985,-2.899
San_phang_Flat_Slab,C40/50,10.6,8.15,0.26,13.4,10746,86.822,44.503
San_o_co_Waffle_Slab,C30/37,10.32,8.26,0.44,11.37,10747,37.236,58.125
San_console_Cantilever,C25/30,5.94,1.74,0.11,8.33,10748,-12.61,-1.261
San_phang_Flat_Slab,C35/45,7.06,6.24,0.24,12.72,10749,42.028,24.764
San_phang_Flat_Slab,C20/25,14.08,9.89,0.23,12.38,10750,129.295,60.546
Ban_ke_4_canh_2_phuong,C20/25,8.04,4.66,0.16,10.02,10751,9.792,22.67
Ban_ke_4_canh_2_phuong,C40/50,5.77,5.19,0.15,9.68,10752,11.733,11.28
Ban_ke_4_canh_2_phuong,C30/37,8.67,4.48,0.14,9.35,10753,8.445,24.599
San_o_co_Waffle_Slab,C30/37,12.36,8.31,0.37,10.36,10754,34.34,75.969
Ban_dam_1_phuong,C25/30,9.15,3.35,0.12,8.67,10755,9.73,1.946
San_phang_Flat_Slab,C25/30,13.35,9.09,0.22,12.05,10756,109.671,49.783
